id,uniprot,gene
tr|C5YR17|C5YR17_SORBI,C5YR17,SORBI_08g001880
tr|C5WZW0|C5WZW0_SORBI,C5WZW0,SORBI_01g048260
tr|C5X481|C5X481_SORBI,C5X481,SORBI_02g009450
tr|C5YP81|C5YP81_SORBI,C5YP81,SORBI_08g016670
tr|C5XTC2|C5XTC2_SORBI,C5XTC2,SORBI_04g021420
tr|C5WV27|C5WV27_SORBI,C5WV27,SORBI_01g003380
tr|C5XPM3|C5XPM3_SORBI,C5XPM3,SORBI_03g026810
tr|C5X9Z9|C5X9Z9_SORBI,C5X9Z9,SORBI_02g034590
tr|C5XR87|C5XR87_SORBI,C5XR87,SORBI_03g041100
tr|C5Z0Z7|C5Z0Z7_SORBI,C5Z0Z7,SORBI_09g025660
tr|C5Z9F3|C5Z9F3_SORBI,C5Z9F3,SORBI_10g029760
tr|C5X4W8|C5X4W8_SORBI,C5X4W8,SORBI_02g042380
tr|C5XRP6|C5XRP6_SORBI,C5XRP6,SORBI_04g018740
tr|C5XFY9|C5XFY9_SORBI,C5XFY9,SORBI_03g030500
tr|C5XBD4|C5XBD4_SORBI,C5XBD4,SORBI_02g023480
tr|C5YMQ6|C5YMQ6_SORBI,C5YMQ6,SORBI_07g023540
tr|C5X636|C5X636_SORBI,C5X636,SORBI_02g030430
tr|C5YKG9|C5YKG9_SORBI,C5YKG9,SORBI_07g018430
tr|C5WT26|C5WT26_SORBI,C5WT26,SORBI_01g001850
tr|C5XKV8|C5XKV8_SORBI,C5XKV8,SORBI_03g035420
tr|C5Z173|C5Z173_SORBI,C5Z173,SORBI_09g005460
tr|C5XF70|C5XF70_SORBI,C5XF70,SORBI_03g029570
tr|C5YLD1|C5YLD1_SORBI,C5YLD1,SORBI_07g000320
tr|C5XJC7|C5XJC7_SORBI,C5XJC7,SORBI_03g047200
tr|C5Z0M0|C5Z0M0_SORBI,C5Z0M0,SORBI_09g004510
tr|C5Z795|C5Z795_SORBI,C5Z795,SORBI_10g026250
tr|C5WNG2|C5WNG2_SORBI,C5WNG2,SORBI_01g038160
tr|C5YRI0|C5YRI0_SORBI,C5YRI0,SORBI_08g020840
tr|C5WU79|C5WU79_SORBI,C5WU79,SORBI_01g015740
tr|C5WPD6|C5WPD6_SORBI,C5WPD6,SORBI_01g039330
tr|C5X6D0|C5X6D0_SORBI,C5X6D0,SORBI_02g043690
tr|C5YAR4|C5YAR4_SORBI,C5YAR4,SORBI_06g020170
tr|C5YA69|C5YA69_SORBI,C5YA69,SORBI_06g019230
tr|C5YCV2|C5YCV2_SORBI,C5YCV2,SORBI_06g002900
tr|C5YRI3|C5YRI3_SORBI,C5YRI3,SORBI_08g020860
tr|C5YGR9|C5YGR9_SORBI,C5YGR9,SORBI_06g030050
tr|C5XF87|C5XF87_SORBI,C5XF87,SORBI_03g029720
tr|C5YU02|C5YU02_SORBI,C5YU02,SORBI_08g008320
tr|C5WNH8|C5WNH8_SORBI,C5WNH8,SORBI_01g038340
tr|C5XMN5|C5XMN5_SORBI,C5XMN5,SORBI_03g003680
tr|C5XMK4|C5XMK4_SORBI,C5XMK4,SORBI_03g003420
tr|C5XKG4|C5XKG4_SORBI,C5XKG4,SORBI_03g001690
tr|C5YYP1|C5YYP1_SORBI,C5YYP1,SORBI_09g021490
tr|C5XGM0|C5XGM0_SORBI,C5XGM0,SORBI_03g010730
tr|C5YD83|C5YD83_SORBI,C5YD83,SORBI_06g003190
tr|C5XX51|C5XX51_SORBI,C5XX51,SORBI_04g025090
tr|C5YXZ4|C5YXZ4_SORBI,C5YXZ4,SORBI_09g000450
tr|C5Z2L8|C5Z2L8_SORBI,C5Z2L8,SORBI_10g031120
tr|C5WVT0|C5WVT0_SORBI,C5WVT0,SORBI_01g045210
tr|C5YAN9|C5YAN9_SORBI,C5YAN9,SORBI_06g033410
tr|C5XUF6|C5XUF6_SORBI,C5XUF6,SORBI_04g035840
tr|C5WR62|C5WR62_SORBI,C5WR62,SORBI_01g013470
tr|C5X4C8|C5X4C8_SORBI,C5X4C8,SORBI_02g009810
tr|C5XRJ2|C5XRJ2_SORBI,C5XRJ2,SORBI_04g000540
tr|C5YAK8|C5YAK8_SORBI,C5YAK8,SORBI_06g033080
tr|C5XFY6|C5XFY6_SORBI,C5XFY6,SORBI_03g030470
tr|C5X378|C5X378_SORBI,C5X378,SORBI_09g001440
tr|C5YPW0|C5YPW0_SORBI,C5YPW0,SORBI_08g018480
tr|C5XSR7|C5XSR7_SORBI,C5XSR7,SORBI_04g033860
tr|C5XXH6|C5XXH6_SORBI,C5XXH6,SORBI_04g006630
tr|C5XLB5|C5XLB5_SORBI,C5XLB5,SORBI_03g018270
tr|C5WY74|C5WY74_SORBI,C5WY74,SORBI_01g005990
tr|C5WV45|C5WV45_SORBI,C5WV45,SORBI_01g003480
tr|C5WSL4|C5WSL4_SORBI,C5WSL4,SORBI_01g042300
tr|C5Y915|C5Y915_SORBI,C5Y915,SORBI_06g030550
tr|C5WV20|C5WV20_SORBI,C5WV20,SORBI_01g003310
tr|C5WVZ7|C5WVZ7_SORBI,C5WVZ7,SORBI_01g003790
tr|C5WX48|C5WX48_SORBI,C5WX48,SORBI_01g005010
tr|C5XFL3|C5XFL3_SORBI,C5XFL3,SORBI_03g043450
tr|C5XLV3|C5XLV3_SORBI,C5XLV3,SORBI_03g002860
tr|C5Y2B8|C5Y2B8_SORBI,C5Y2B8,SORBI_05g016000
tr|C5XC00|C5XC00_SORBI,C5XC00,SORBI_02g005620
tr|C5Z8V1|C5Z8V1_SORBI,C5Z8V1,SORBI_10g028740
tr|C5X3A6|C5X3A6_SORBI,C5X3A6,SORBI_02g040540
tr|C5XT06|C5XT06_SORBI,C5XT06,SORBI_04g001740
tr|C5XG77|C5XG77_SORBI,C5XG77,SORBI_03g043750
tr|C5WXB5|C5WXB5_SORBI,C5WXB5,SORBI_01g018290
tr|C5XID4|C5XID4_SORBI,C5XID4,SORBI_03g033140
tr|C5WUL5|C5WUL5_SORBI,C5WUL5,SORBI_01g031160
tr|C5Z1F3|C5Z1F3_SORBI,C5Z1F3,SORBI_09g026250
sp|A1E9R0|PSBC_SORBI,A1E9R0,SobiCp008
tr|C5WWI9|C5WWI9_SORBI,C5WWI9,SORBI_01g032340
tr|C5YCK7|C5YCK7_SORBI,C5YCK7,SORBI_06g023390
tr|C5XXY0|C5XXY0_SORBI,C5XXY0,SORBI_04g007170
tr|C5Z7U7|C5Z7U7_SORBI,C5Z7U7,SORBI_10g027240
tr|C5XNT6|C5XNT6_SORBI,C5XNT6,SORBI_03g025960
tr|C5WXH7|C5WXH7_SORBI,C5WXH7,SORBI_01g018810
tr|C5XYN9|C5XYN9_SORBI,C5XYN9,SORBI_04g027640
tr|C5XCP6|C5XCP6_SORBI,C5XCP6,SORBI_02g006120
tr|C5YCL9|C5YCL9_SORBI,C5YCL9,SORBI_06g001970
tr|C5YG70|C5YG70_SORBI,C5YG70,SORBI_06g029070
tr|C5YK74|C5YK74_SORBI,C5YK74,SORBI_07g014900
tr|C5XFL0|C5XFL0_SORBI,C5XFL0,SORBI_03g043420
tr|C5WQV2|C5WQV2_SORBI,C5WQV2,SORBI_01g040800
tr|C5WWN1|C5WWN1_SORBI,C5WWN1,SORBI_01g032730
tr|C5XGR5|C5XGR5_SORBI,C5XGR5,SORBI_03g031260
tr|C5Y921|C5Y921_SORBI,C5Y921,SORBI_06g030600
tr|C5WZZ5|C5WZZ5_SORBI,C5WZZ5,SORBI_01g048630
tr|C5YBS3|C5YBS3_SORBI,C5YBS3,SORBI_06g001120
tr|C5WV82|C5WV82_SORBI,C5WV82,SORBI_01g016570
tr|C5XMU3|C5XMU3_SORBI,C5XMU3,SORBI_03g004160
tr|C5XME6|C5XME6_SORBI,C5XME6,SORBI_03g037040
tr|C5XEQ3|C5XEQ3_SORBI,C5XEQ3,SORBI_03g042250
tr|C5X2G7|C5X2G7_SORBI,C5X2G7,SORBI_02g039570
tr|C5XHY3|C5XHY3_SORBI,C5XHY3,SORBI_03g011610
tr|C5XFR5|C5XFR5_SORBI,C5XFR5,SORBI_03g009490
tr|C5X3N4|C5X3N4_SORBI,C5X3N4,SORBI_02g009290
tr|C5XN98|C5XN98_SORBI,C5XN98,SORBI_03g038160
tr|C5YYD7|C5YYD7_SORBI,C5YYD7,SORBI_09g021360
tr|C5WTT2|C5WTT2_SORBI,C5WTT2,SORBI_01g043700
tr|C5Y7H1|C5Y7H1_SORBI,C5Y7H1,SORBI_05g026150
tr|C5Z1D3|C5Z1D3_SORBI,C5Z1D3,SORBI_09g026080
tr|C5X5X1|C5X5X1_SORBI,C5X5X1,SORBI_02g011900
tr|C5XGI9|C5XGI9_SORBI,C5XGI9,SORBI_03g010420
tr|C5Y425|C5Y425_SORBI,C5Y425,SORBI_05g002090
tr|C5X5G3|C5X5G3_SORBI,C5X5G3,SORBI_02g030020
tr|C5Z0S4|C5Z0S4_SORBI,C5Z0S4,SORBI_09g024960
tr|C5WNK5|C5WNK5_SORBI,C5WNK5,SORBI_01g038620
tr|C5X9C8|C5X9C8_SORBI,C5X9C8,SORBI_02g034240
tr|C5Z163|C5Z163_SORBI,C5Z163,SORBI_09g005370
tr|C5Y6A4|C5Y6A4_SORBI,C5Y6A4,SORBI_05g024160
tr|C5Y972|C5Y972_SORBI,C5Y972,SORBI_06g017780
tr|C5YXS7|C5YXS7_SORBI,C5YXS7,SORBI_09g020140
tr|C5XPF3|C5XPF3_SORBI,C5XPF3,SORBI_03g026240
tr|C5Y009|C5Y009_SORBI,C5Y009,SORBI_04g010370
tr|C5XLZ2|C5XLZ2_SORBI,C5XLZ2,SORBI_03g003190
tr|C5WME7|C5WME7_SORBI,C5WME7,SORBI_01g037250
tr|C5XWR0|C5XWR0_SORBI,C5XWR0,SORBI_04g038310
tr|C5XG93|C5XG93_SORBI,C5XG93,SORBI_03g043900
tr|C5XG88|C5XG88_SORBI,C5XG88,SORBI_03g043870
tr|C5Z818|C5Z818_SORBI,C5Z818,SORBI_10g009360
tr|C5YIX6|C5YIX6_SORBI,C5YIX6,SORBI_07g006330
tr|C5WVD3|C5WVD3_SORBI,C5WVD3,SORBI_01g017050
tr|C5WSV7|C5WSV7_SORBI,C5WSV7,SORBI_01g001110
tr|C5WP86|C5WP86_SORBI,C5WP86,SORBI_01g038900
tr|B3GQV9|B3GQV9_SORBI,B3GQV9,SORBI_04g021380
tr|C5YAV4|C5YAV4_SORBI,C5YAV4,SORBI_06g020520
tr|C5YX39|C5YX39_SORBI,C5YX39,SORBI_09g030940
tr|C5XU88|C5XU88_SORBI,C5XU88,SORBI_04g022640
tr|C5XPN2|C5XPN2_SORBI,C5XPN2,SORBI_03g039360
tr|C5WVJ1|C5WVJ1_SORBI,C5WVJ1,SORBI_01g031660
tr|C5YAW2|C5YAW2_SORBI,C5YAW2,SORBI_06g020600
tr|C5YA91|C5YA91_SORBI,C5YA91,SORBI_06g019430
tr|C5WNX2|C5WNX2_SORBI,C5WNX2,SORBI_01g011260
tr|C5WXS7|C5WXS7_SORBI,C5WXS7,SORBI_01g046570
tr|C5YXN3|C5YXN3_SORBI,C5YXN3,SORBI_09g019760
tr|C5XVV2|C5XVV2_SORBI,C5XVV2,SORBI_04g037080
tr|C5X6M3|C5X6M3_SORBI,C5X6M3,SORBI_02g012580
tr|C5WPK2|C5WPK2_SORBI,C5WPK2,SORBI_01g011710
tr|C5XUP3|C5XUP3_SORBI,C5XUP3,SORBI_04g003600
tr|C5YFA1|C5YFA1_SORBI,C5YFA1,SORBI_06g014720
tr|C5YPK5|C5YPK5_SORBI,C5YPK5,SORBI_08g017590
tr|C5YTA5|C5YTA5_SORBI,C5YTA5,SORBI_08g005430
tr|C5X8L1|C5X8L1_SORBI,C5X8L1,SORBI_02g033400
tr|C5WM05|C5WM05_SORBI,C5WM05,SORBI_01g009370
tr|C5YN67|C5YN67_SORBI,C5YN67,SORBI_07g024100
tr|C5XQP0|C5XQP0_SORBI,C5XQP0,SORBI_03g006610
sp|A1E9V0|PSBB_SORBI,A1E9V0,SobiCp049
tr|C5Z5B4|C5Z5B4_SORBI,C5Z5B4,SORBI_10g005010
tr|C5Z4U8|C5Z4U8_SORBI,C5Z4U8,SORBI_10g004460
tr|C5X6E9|C5X6E9_SORBI,C5X6E9,SORBI_02g043840
tr|C5XZS6|C5XZS6_SORBI,C5XZS6,SORBI_04g029510
tr|C5Y1U0|C5Y1U0_SORBI,C5Y1U0,SORBI_05g027910
tr|C5X9W0|C5X9W0_SORBI,C5X9W0,SORBI_02g022170
tr|C5X2I3|C5X2I3_SORBI,C5X2I3,SORBI_02g039720
tr|C5WZ31|C5WZ31_SORBI,C5WZ31,SORBI_01g006370
tr|C5XKV2|C5XKV2_SORBI,C5XKV2,SORBI_03g035360
tr|C5WMZ1|C5WMZ1_SORBI,C5WMZ1,SORBI_01g009960
tr|C5WWU9|C5WWU9_SORBI,C5WWU9,SORBI_01g046070
tr|C5YFJ2|C5YFJ2_SORBI,C5YFJ2,SORBI_06g027810
tr|C5WS71|C5WS71_SORBI,C5WS71,SORBI_01g014290
tr|C5YID2|C5YID2_SORBI,C5YID2,SORBI_07g005510
tr|C5Z0N4|C5Z0N4_SORBI,C5Z0N4,SORBI_09g004610
tr|C5XZW8|C5XZW8_SORBI,C5XZW8,SORBI_04g029970
tr|C5WPV9|C5WPV9_SORBI,C5WPV9,SORBI_01g026960
tr|C5XQB2|C5XQB2_SORBI,C5XQB2,SORBI_03g027220
tr|C5X458|C5X458_SORBI,C5X458,SORBI_02g041640
tr|C5XET1|C5XET1_SORBI,C5XET1,SORBI_03g042500
tr|C5Z494|C5Z494_SORBI,C5Z494,SORBI_10g003450
tr|C5XUZ3|C5XUZ3_SORBI,C5XUZ3,SORBI_04g023180
tr|C5XMG1|C5XMG1_SORBI,C5XMG1,SORBI_03g037160
tr|C5YD94|C5YD94_SORBI,C5YD94,SORBI_06g003270
tr|C5XJT8|C5XJT8_SORBI,C5XJT8,SORBI_03g013630
tr|C5YET5|C5YET5_SORBI,C5YET5,SORBI_06g013930
tr|C5Y7U2|C5Y7U2_SORBI,C5Y7U2,SORBI_05g007070
tr|C5XKK4|C5XKK4_SORBI,C5XKK4,SORBI_03g015000
tr|C5WUH5|C5WUH5_SORBI,C5WUH5,SORBI_01g030810
tr|C5XFA1|C5XFA1_SORBI,C5XFA1,SORBI_03g029880
tr|C5XHX1|C5XHX1_SORBI,C5XHX1,SORBI_03g045970
tr|C5XNX7|C5XNX7_SORBI,C5XNX7,SORBI_03g038620
tr|C5Y4Y9|C5Y4Y9_SORBI,C5Y4Y9,SORBI_05g022470
tr|C5WUW0|C5WUW0_SORBI,C5WUW0,SORBI_01g044770
tr|C5XGK3|C5XGK3_SORBI,C5XGK3,SORBI_03g010550
tr|C5XJZ3|C5XJZ3_SORBI,C5XJZ3,SORBI_03g034200
tr|C5WWD9|C5WWD9_SORBI,C5WWD9,SORBI_01g017760
tr|C5XZY0|C5XZY0_SORBI,C5XZY0,SORBI_04g030100
tr|C5YIP5|C5YIP5_SORBI,C5YIP5,SORBI_07g027500
tr|C5XW76|C5XW76_SORBI,C5XW76,SORBI_04g005070
tr|C5YCY4|C5YCY4_SORBI,C5YCY4,SORBI_06g023760
tr|C5XIC9|C5XIC9_SORBI,C5XIC9,SORBI_03g033090
tr|C5XCF6|C5XCF6_SORBI,C5XCF6,SORBI_02g037510
tr|C5YCW6|C5YCW6_SORBI,C5YCW6,SORBI_06g023570
tr|C5XY68|C5XY68_SORBI,C5XY68,SORBI_04g026900
tr|C5YN64|C5YN64_SORBI,C5YN64,SORBI_07g024070
tr|C5Z1U5|C5Z1U5_SORBI,C5Z1U5,SORBI_10g030030
tr|C5XI54|C5XI54_SORBI,C5XI54,SORBI_03g012430
tr|C5YV63|C5YV63_SORBI,C5YV63,SORBI_09g007880
tr|C5WRE3|C5WRE3_SORBI,C5WRE3,SORBI_01g028540
tr|C5YMH0|C5YMH0_SORBI,C5YMH0,SORBI_07g001980
tr|C5YW21|C5YW21_SORBI,C5YW21,SORBI_09g029240
tr|C5YXZ8|C5YXZ8_SORBI,C5YXZ8,SORBI_09g000490
tr|C5XXQ4|C5XXQ4_SORBI,C5XXQ4,SORBI_04g026200
tr|C5X4A1|C5X4A1_SORBI,C5X4A1,SORBI_02g009640
tr|C5Z5C5|C5Z5C5_SORBI,C5Z5C5,SORBI_10g005100
tr|C5Z396|C5Z396_SORBI,C5Z396,SORBI_10g001900
tr|C5YA84|C5YA84_SORBI,C5YA84,SORBI_06g019370
tr|C5XXQ0|C5XXQ0_SORBI,C5XXQ0,SORBI_04g026160
tr|C5WWE9|C5WWE9_SORBI,C5WWE9,SORBI_01g017840
tr|C5X8B2|C5X8B2_SORBI,C5X8B2,SORBI_02g019590
tr|C5WYH8|C5WYH8_SORBI,C5WYH8,SORBI_01g019490
tr|C5WQD6|C5WQD6_SORBI,C5WQD6,SORBI_01g012680
tr|C5X8E6|C5X8E6_SORBI,C5X8E6,SORBI_02g032815
tr|C5WSN1|C5WSN1_SORBI,C5WSN1,SORBI_01g042470
tr|C5X8I1|C5X8I1_SORBI,C5X8I1,SORBI_02g033120
tr|C5XNA4|C5XNA4_SORBI,C5XNA4,SORBI_03g038220
tr|C5XZS0|C5XZS0_SORBI,C5XZS0,SORBI_04g029450
tr|C5XAJ9|C5XAJ9_SORBI,C5XAJ9,SORBI_02g022580
tr|C5X6P9|C5X6P9_SORBI,C5X6P9,SORBI_02g012940
tr|C5XB29|C5XB29_SORBI,C5XB29,SORBI_02g004580
tr|C5XK60|C5XK60_SORBI,C5XK60,SORBI_03g034820
tr|C5XKJ4|C5XKJ4_SORBI,C5XKJ4,SORBI_03g014740
tr|C5WMN6|C5WMN6_SORBI,C5WMN6,SORBI_01g049910
tr|C5Y297|C5Y297_SORBI,C5Y297,SORBI_05g014880
tr|C5WR27|C5WR27_SORBI,C5WR27,SORBI_01g013150
tr|C5WXP9|C5WXP9_SORBI,C5WXP9,SORBI_01g033540
tr|C5X3C4|C5X3C4_SORBI,C5X3C4,SORBI_02g040700
tr|C5X5T3|C5X5T3_SORBI,C5X5T3,SORBI_02g011230
tr|C5WT90|C5WT90_SORBI,C5WT90,SORBI_01g015090
tr|C5XZ73|C5XZ73_SORBI,C5XZ73,SORBI_04g028450
tr|C5XV47|C5XV47_SORBI,C5XV47,SORBI_04g036413
tr|C5YP96|C5YP96_SORBI,C5YP96,SORBI_08g016820
tr|C5YAK9|C5YAK9_SORBI,C5YAK9,SORBI_06g033090
tr|C5XZ92|C5XZ92_SORBI,C5XZ92,SORBI_04g028610
tr|A4ZVI4|A4ZVI4_SORBI,A4ZVI4,SORBI_02g009870
tr|C5XYG0|C5XYG0_SORBI,C5XYG0,SORBI_04g007920
tr|C5Y337|C5Y337_SORBI,C5Y337,SORBI_05g000870
tr|C5YB10|C5YB10_SORBI,C5YB10,SORBI_06g033720
tr|C5WTN9|C5WTN9_SORBI,C5WTN9,SORBI_01g043250
tr|C5Z161|C5Z161_SORBI,C5Z161,SORBI_09g005360
tr|C5XX29|C5XX29_SORBI,C5XX29,SORBI_04g006120
tr|C5X0G5|C5X0G5_SORBI,C5X0G5,SORBI_01g020910
tr|C5XY37|C5XY37_SORBI,C5XY37,SORBI_04g007700
tr|C5X7S5|C5X7S5_SORBI,C5X7S5,SORBI_02g032450
tr|C5XS65|C5XS65_SORBI,C5XS65,SORBI_04g000850
tr|C5YXM3|C5YXM3_SORBI,C5YXM3,SORBI_09g019650
tr|C5YVI6|C5YVI6_SORBI,C5YVI6,SORBI_09g028380
tr|C5XX72|C5XX72_SORBI,C5XX72,SORBI_04g025290
tr|C5WT68|C5WT68_SORBI,C5WT68,SORBI_01g014930
tr|C5YDV5|C5YDV5_SORBI,C5YDV5,SORBI_06g008990
tr|C5WN29|C5WN29_SORBI,C5WN29,SORBI_01g010300
tr|C5YIF0|C5YIF0_SORBI,C5YIF0,SORBI_07g005630
tr|C5YB69|C5YB69_SORBI,C5YB69,SORBI_06g000200
tr|C5XSH4|C5XSH4_SORBI,C5XSH4,SORBI_04g020120
tr|C5X5P5|C5X5P5_SORBI,C5X5P5,SORBI_02g043230
tr|C5WWQ6|C5WWQ6_SORBI,C5WWQ6,SORBI_01g032930
tr|C5YJ75|C5YJ75_SORBI,C5YJ75,SORBI_07g028270
tr|C5YN58|C5YN58_SORBI,C5YN58,SORBI_07g024010
tr|C5X1H8|C5X1H8_SORBI,C5X1H8,SORBI_01g021680
tr|C5XQM5|C5XQM5_SORBI,C5XQM5,SORBI_03g040890
tr|C5XPK7|C5XPK7_SORBI,C5XPK7,SORBI_03g026710
tr|C5XIL7|C5XIL7_SORBI,C5XIL7,SORBI_03g046550
tr|C5Z804|C5Z804_SORBI,C5Z804,SORBI_10g009240
tr|C5YBC4|C5YBC4_SORBI,C5YBC4,SORBI_06g020970
tr|C5Z462|C5Z462_SORBI,C5Z462,SORBI_10g021577
tr|C5YUU7|C5YUU7_SORBI,C5YUU7,SORBI_09g026980
tr|C5Z529|C5Z529_SORBI,C5Z529,SORBI_10g022570
tr|C5XE31|C5XE31_SORBI,C5XE31,SORBI_03g007500
tr|C5WPE1|C5WPE1_SORBI,C5WPE1,SORBI_01g039390
tr|C5XBV0|C5XBV0_SORBI,C5XBV0,SORBI_02g005200
tr|C5WSQ4|C5WSQ4_SORBI,C5WSQ4,SORBI_01g042660
tr|C5WUN2|C5WUN2_SORBI,C5WUN2,SORBI_01g031330
tr|C5YCV0|C5YCV0_SORBI,C5YCV0,SORBI_06g002880
tr|C5X2E8|C5X2E8_SORBI,C5X2E8,SORBI_02g039390
tr|C5YM76|C5YM76_SORBI,C5YM76,SORBI_07g022750
tr|C5WWQ2|C5WWQ2_SORBI,C5WWQ2,SORBI_01g032910
tr|C5YWC9|C5YWC9_SORBI,C5YWC9,SORBI_09g016840
tr|C5WNN9|C5WNN9_SORBI,C5WNN9,SORBI_01g050600
tr|C5Y2Y8|C5Y2Y8_SORBI,C5Y2Y8,SORBI_05g000445
tr|C5Z0K4|C5Z0K4_SORBI,C5Z0K4,SORBI_09g004370
tr|C5Y127|C5Y127_SORBI,C5Y127,SORBI_04g017103
tr|C5XVE3|C5XVE3_SORBI,C5XVE3,SORBI_04g004150
tr|C5YIT9|C5YIT9_SORBI,C5YIT9,SORBI_07g027890
tr|C5WTY3|C5WTY3_SORBI,C5WTY3,SORBI_01g002170
tr|C5WSA7|C5WSA7_SORBI,C5WSA7,SORBI_01g014570
tr|C5X044|C5X044_SORBI,C5X044,SORBI_01g007270
tr|C5XE28|C5XE28_SORBI,C5XE28,SORBI_03g007470
sp|A1E9X5|PSAC_SORBI,A1E9X5,SobiCp074
tr|C5XEJ7|C5XEJ7_SORBI,C5XEJ7,SORBI_03g029130
tr|C5YUI6|C5YUI6_SORBI,C5YUI6,SORBI_09g026780
tr|C5Z9A2|C5Z9A2_SORBI,C5Z9A2,SORBI_10g029300
tr|C6JS31|C6JS31_SORBI,C6JS31,SORBI_0019s004610
tr|C5YJZ4|C5YJZ4_SORBI,C5YJZ4,SORBI_07g010440
tr|C5YV65|C5YV65_SORBI,C5YV65,SORBI_09g007910
tr|C5YF53|C5YF53_SORBI,C5YF53,SORBI_06g027400
tr|C5YFK5|C5YFK5_SORBI,C5YFK5,SORBI_06g027940
tr|C5XNG4|C5XNG4_SORBI,C5XNG4,SORBI_03g004550
tr|C5XUD5|C5XUD5_SORBI,C5XUD5,SORBI_04g035660
tr|C5YT09|C5YT09_SORBI,C5YT09,SORBI_08g022960
tr|C5WZU7|C5WZU7_SORBI,C5WZU7,SORBI_01g048140
tr|C5YC24|C5YC24_SORBI,C5YC24,SORBI_06g022520
tr|C5WZV5|C5WZV5_SORBI,C5WZV5,SORBI_01g048210
tr|C5XGK0|C5XGK0_SORBI,C5XGK0,SORBI_03g010530
tr|C5XWK7|C5XWK7_SORBI,C5XWK7,SORBI_04g037820
tr|C5X9M6|C5X9M6_SORBI,C5X9M6,SORBI_02g003310
tr|C5Z6J1|C5Z6J1_SORBI,C5Z6J1,SORBI_10g007270
tr|C5WQV1|C5WQV1_SORBI,C5WQV1,SORBI_01g040790
tr|C5XNL2|C5XNL2_SORBI,C5XNL2,SORBI_03g005010
tr|C5YIP9|C5YIP9_SORBI,C5YIP9,SORBI_07g027550
tr|C5XDS5|C5XDS5_SORBI,C5XDS5,SORBI_02g026010
tr|C5X1K7|C5X1K7_SORBI,C5X1K7,SORBI_01g021890
tr|C5XTT2|C5XTT2_SORBI,C5XTT2,SORBI_04g002490
tr|C5XBH3|C5XBH3_SORBI,C5XBH3,SORBI_02g036110
tr|C5YUR3|C5YUR3_SORBI,C5YUR3,SORBI_09g006700
tr|C5XCD3|C5XCD3_SORBI,C5XCD3,SORBI_02g037270
tr|C5X1U9|C5X1U9_SORBI,C5X1U9,SORBI_01g037060
tr|C5WNL8|C5WNL8_SORBI,C5WNL8,SORBI_01g038760
tr|C5WTA9|C5WTA9_SORBI,C5WTA9,SORBI_01g015270
tr|C5XLU5|C5XLU5_SORBI,C5XLU5,SORBI_03g002780
tr|C5X6X9|C5X6X9_SORBI,C5X6X9,SORBI_02g031470
tr|C5XFP2|C5XFP2_SORBI,C5XFP2,SORBI_03g009270
tr|C5XUZ9|C5XUZ9_SORBI,C5XUZ9,SORBI_04g023240
tr|C5WTP0|C5WTP0_SORBI,C5WTP0,SORBI_01g043260
tr|C5YRM9|C5YRM9_SORBI,C5YRM9,SORBI_08g002800
tr|C5XT29|C5XT29_SORBI,C5XT29,SORBI_04g001910
tr|C5YB38|C5YB38_SORBI,C5YB38,SORBI_06g033990
tr|C5WTD4|C5WTD4_SORBI,C5WTD4,SORBI_01g029770
tr|C5X2L8|C5X2L8_SORBI,C5X2L8,SORBI_02g040010
tr|C5WW06|C5WW06_SORBI,C5WW06,SORBI_01g003880
tr|C5XJW5|C5XJW5_SORBI,C5XJW5,SORBI_03g013830
tr|C5Z4B4|C5Z4B4_SORBI,C5Z4B4,SORBI_10g003650
tr|C5XE79|C5XE79_SORBI,C5XE79,SORBI_03g007840
sp|C5Y8Z8|GATA_SORBI,C5Y8Z8,SORBI_06g030390
tr|C5WT84|C5WT84_SORBI,C5WT84,SORBI_01g015030
tr|C5X2A6|C5X2A6_SORBI,C5X2A6,SORBI_02g026550
tr|C5X7B1|C5X7B1_SORBI,C5X7B1,SORBI_02g001110
tr|C5XXD7|C5XXD7_SORBI,C5XXD7,SORBI_04g006270
tr|C5WZ07|C5WZ07_SORBI,C5WZ07,SORBI_01g047970
tr|C5X7R0|C5X7R0_SORBI,C5X7R0,SORBI_02g032300
tr|C5YKX0|C5YKX0_SORBI,C5YKX0,SORBI_07g020370
tr|C5XG07|C5XG07_SORBI,C5XG07,SORBI_03g030650
tr|C5Z0T7|C5Z0T7_SORBI,C5Z0T7,SORBI_09g025090
tr|C5Y887|C5Y887_SORBI,C5Y887,SORBI_05g007470
tr|C5Y8Y0|C5Y8Y0_SORBI,C5Y8Y0,SORBI_06g030250
tr|C5XYI3|C5XYI3_SORBI,C5XYI3,SORBI_04g008110
tr|C5WVE6|C5WVE6_SORBI,C5WVE6,SORBI_01g017140
tr|C5WLZ6|C5WLZ6_SORBI,C5WLZ6,SORBI_01g009270
tr|C5X3Y6|C5X3Y6_SORBI,C5X3Y6,SORBI_02g040990
tr|C5XN69|C5XN69_SORBI,C5XN69,SORBI_03g037870
tr|C5X951|C5X951_SORBI,C5X951,SORBI_02g021090
tr|C5Z4P6|C5Z4P6_SORBI,C5Z4P6,SORBI_10g022230
tr|C5Y4T1|C5Y4T1_SORBI,C5Y4T1,SORBI_05g021970
tr|C5YBB6|C5YBB6_SORBI,C5YBB6,SORBI_06g020900
